ID_ORDER,DTE_ORDER,ID_CUSTOMER,ID_PART,QTY_ORDERED,AMT_TOTAL,REF_PAYMENT_METHOD,DTE_DELIVERY_EST,CAT_ORDER_CHANNEL,TYP_CUSTOMER_SEGMENT,REF_COUNTRY_CODE,REF_DISCOUNT_CODE,QTY_BACKORDER,RAT_DISCOUNT_APPLIED,TST_INSERTION,AUD_USR_INSERT,DES_ORDER_NOTE
ORD000140,2024-06-24,CUST8646,PART7000,-1,6753.78,CRYPTO,2025-08-04,PHONE,VIP,DEU,,1,0.15,2024-07-28T23:33:09,williamhogan,Difference unit weight teach company total modern generation.
ORD000141,2024-09-06,CUST1657,PART8560,16,2060.84,CARD,,PHONE,VIP,USA,DEPRECATED,2,0.00,2025-02-22T06:05:35,bethanygay,Various one all fill deep party city fire. Never player course move local.
ORD000142,2025-04-11,CUST3499,PART4987,-1,ERROR,TRANSFER,2025-07-09,PHONE,B2C,ITA,DEPRECATED,0,0.10,2025-05-17T08:28:43,coleeric,Whether development under travel buy. Attorney group notice financial.
ORD000143,2024-07-02,CUST1068,PART8935,0,2011.39,,2025-08-18,ONLINE,B2B,DEU,DEPRECATED,5,0.10,2025-06-16T13:45:48,gomezgreg,Direction my issue little sense.
ORD000144,2024-09-27,CUST6734,PART1980,-1,4406.49,,2025-07-19,STORE,CORPORATE,ESP,SPRING2025,N/A,0.05,2025-02-05T18:14:12,jpoole,Choose woman level page stop usually last available. Miss behind toward line.
ORD000145,2025-05-16,CUST6002,PART6285,X,ERROR,CARD,2025-07-24,,CORPORATE,ESP,,5,0.05,2025-04-16T12:35:02,obell,Whose notice quite safe. Compare rich tree car never soon begin.
ORD000146,2025-01-13,CUST3656,PART3340,null,2076.07,,2025-06-24,B2B_PORTAL,VIP,DEU,SPRING2025,N/A,0.10,2024-09-13T12:51:17,duncanveronica,Ball entire road free wrong.
ORD000147,2024-10-31,CUST3227,PART1903,X,6168.22,CARD,2025-07-12,STORE,B2B,ESP,DEPRECATED,N/A,0.00,2024-08-20T11:34:23,sstevens,Should prevent entire. Food hot late be report sort history senior.
ORD000148,2024-10-15,CUST4106,PART9119,-1,,CRYPTO,2025-07-14,B2B_PORTAL,CORPORATE,DEU,NEWCLIENT,1,0.05,2025-04-04T00:51:47,thomasrobles,
ORD000149,2024-12-08,CUST1971,PART6305,-1,8146.68,CARD,2025-07-26,PHONE,B2B,USA,NEWCLIENT,1,0.10,2024-09-01T20:35:11,riverastephanie,Expect ahead daughter open must defense.
ORD000150,2024-08-22,CUST6788,PART7574,10,8939.1,CASH,,PHONE,,DEU,NEWCLIENT,2,0.00,2024-09-19T06:02:14,james97,Change across leg center stand take.
ORD000151,2024-11-14,CUST3991,ERROR,0,2893.38,,2025-08-07,B2B_PORTAL,CORPORATE,,SPRING2025,N/A,0.05,2025-01-23T20:49:24,jesseburgess,Site man still before about strategy statement.
ORD000152,2025-06-13,CUST9587,PART8790,19,2996.23,TRANSFER,2025-07-04,,,USA,,N/A,,2024-08-13T04:03:30,martinezdana,Six fund manager less appear day fish. Glass book laugh language reveal.
ORD000153,2024-12-12,CUST8770,PART4676,-1,3519.27,CASH,2025-07-05,PHONE,CORPORATE,USA,SPRING2025,N/A,0.05,2024-10-16T05:46:09,rcooley,Church from allow foot. You between factor pay provide far.
ORD000154,INVALID_DATE,CUST6910,PART5213,-1,868.32,CASH,2025-08-03,,CORPORATE,USA,DEPRECATED,1,0.10,2024-11-13T07:00:11,julia27,Card reveal system indicate feel oil let situation.
ORD000155,2024-12-30,CUST9173,PART3585,X,7400.32,CRYPTO,2025-07-14,B2B_PORTAL,VIP,DEU,,N/A,0.00,2024-12-18T14:42:39,anthonywinters,
ORD000156,2025-04-06,CUST8513,PART1964,X,9691.45,,2025-06-27,B2B_PORTAL,,USA,SPRING2025,N/A,0.05,2024-11-07T06:09:23,lvega,Else onto raise soon letter though. Product affect figure ground.
ORD000157,2024-12-06,CUST4115,PART2981,-1,2821.44,CASH,,STORE,B2C,USA,,0,0.10,2024-10-14T16:10:15,ericmiller,Congress expert trial throw five despite yard recognize.
ORD000158,2025-01-24,CUST6561,PART2631,null,5532.89,CRYPTO,,B2B_PORTAL,B2C,ESP,DEPRECATED,N/A,0.15,2025-04-12T15:48:30,lynn92,Stand feeling hope tell. Low full face born. Second program treatment better.
ORD000159,2025-05-21,CUST1260,PART7501,-1,ERROR,TRANSFER,2025-07-03,STORE,B2C,ESP,DEPRECATED,5,0.05,2025-06-20T05:52:34,gbarrera,Interview pay trial man action. Player she wide along ball.
ORD000160,2024-08-12,CUST5176,PART8616,0,5849.29,,2025-07-06,STORE,VIP,FRA,,0,0.05,2025-03-19T07:37:15,natalieherrera,Probably must whatever mention.
ORD000161,2024-07-19,CUST4976,PART8869,-1,9164.02,,2025-08-06,STORE,B2C,ESP,NEWCLIENT,,0.05,2025-01-22T09:51:42,amandasutton,Sort standard among rather. Decision arm mind standard.
ORD000162,2024-08-31,CUST7568,PART1009,0,2350.51,CASH,2025-07-28,PHONE,B2B,,,N/A,0.15,2024-08-02T10:05:06,ahayes,Memory toward million impact spend. Mr city man over.
ORD000163,2024-08-24,CUST4202,PART3551,-1,9788.51,CRYPTO,2025-07-15,STORE,,,DEPRECATED,1,0.05,2025-05-14T12:27:28,nathan84,
ORD000164,2024-07-08,CUST9659,PART8679,null,6185.36,CASH,2025-07-24,,B2B,FRA,SPRING2025,0,0.00,2024-11-30T00:57:03,johnsonjeffrey,Concern news long sit. Room really if offer happen ask smile three.
ORD000165,2025-01-25,CUST7293,PART8044,null,8777.81,,2025-08-16,B2B_PORTAL,CORPORATE,USA,,N/A,0.15,2025-04-02T05:54:56,blakejason,Bad doctor reveal personal member fast. Produce especially issue.
ORD000166,2024-11-25,CUST5685,PART6337,20,2421.72,CARD,2025-08-03,,B2B,FRA,,,0.10,2024-12-21T05:21:35,michael97,Lead federal author week place region.
ORD000167,2024-12-26,CUST8453,ERROR,null,492.77,CARD,,STORE,VIP,FRA,DEPRECATED,1,0.00,2025-04-10T10:25:25,ryanreyes,Newspaper ready wonder strategy.
ORD000168,2025-04-21,CUST4809,PART5843,8,2833.83,CASH,2025-07-29,B2B_PORTAL,B2B,ITA,,0,,2024-12-20T11:52:12,perkinsjennifer,Include customer artist major though significant customer American.
ORD000169,2024-09-04,CUST7437,PART8512,16,2126.0,CARD,2025-08-22,,B2C,ITA,NEWCLIENT,5,0.15,2024-12-23T14:23:27,sherylmarquez,Tell room minute. Shoulder current better music family future near.
ORD000170,2025-02-08,CUST6682,PART1385,11,6924.42,,2025-07-08,STORE,CORPORATE,ESP,SPRING2025,N/A,0.10,2025-04-30T18:54:34,vjordan,
ORD000171,2024-09-23,CUST4928,PART4451,3,7596.35,TRANSFER,2025-07-21,ONLINE,CORPORATE,ITA,,0,0.05,2025-04-18T01:59:12,melodyle,Fire generation dream. Investment answer none meet budget compare apply.
ORD000172,2025-03-23,CUST7820,PART2649,X,-100,CASH,2025-08-08,B2B_PORTAL,CORPORATE,USA,NEWCLIENT,5,0.15,2024-08-25T05:30:27,john18,
ORD000173,2024-11-08,CUST7639,PART7671,0,7692.22,TRANSFER,2025-08-06,B2B_PORTAL,CORPORATE,ESP,,N/A,0.00,2024-10-16T06:39:49,owensjamie,Blood station need wear worker.
ORD000174,2024-11-15,CUST3548,PART3219,X,6117.69,CARD,,STORE,,,NEWCLIENT,1,0.00,2024-11-08T15:14:21,gloria16,While even hand particular. Policy her allow. Positive lawyer image.
ORD000175,2025-06-04,CUST6463,PART3751,null,1561.41,CASH,2025-08-05,,,,NEWCLIENT,,0.15,2025-03-15T17:27:57,zsmith,Many walk employee leg budget participant weight.
ORD000176,2024-12-01,CUST4698,PART8182,0,ERROR,TRANSFER,2025-07-02,B2B_PORTAL,B2B,ITA,SPRING2025,1,0.05,2025-05-21T08:52:24,rosarionicholas,
ORD000177,2025-01-19,CUST6107,PART6697,-1,,,2025-07-27,,CORPORATE,USA,DEPRECATED,1,0.05,2025-05-06T03:39:29,beardpaul,Other debate war office such approach loss.
ORD000178,2024-09-29,CUST7396,PART2177,X,8355.44,CRYPTO,2025-06-30,PHONE,CORPORATE,ESP,SPRING2025,0,0.05,2025-06-22T02:02:52,hurstnatasha,
ORD000179,INVALID_DATE,CUST1926,PART4803,X,9290.93,,2025-08-22,B2B_PORTAL,CORPORATE,DEU,,,,2025-06-19T01:09:44,michellehamilton,Woman then focus network data amount feel. Story skill test many discuss eight.
ORD000180,2025-06-23,CUST7734,PART6219,15,3053.37,CARD,2025-06-28,STORE,,ESP,NEWCLIENT,5,,2024-10-24T06:08:09,catherinenichols,
ORD000181,2025-03-04,CUST5027,PART7897,-1,,CRYPTO,2025-08-22,,B2C,FRA,SPRING2025,5,,2024-08-09T09:06:02,jenniferpena,Together skill off young scientist. These popular capital.
ORD000182,2025-05-01,CUST1968,PART8905,0,3905.62,,,B2B_PORTAL,B2C,,SPRING2025,N/A,,2024-12-18T11:36:50,jgill,Establish focus skin phone manage put finally.
ORD000183,2024-12-19,CUST3182,PART7857,null,4657.43,,2025-07-29,ONLINE,CORPORATE,ESP,DEPRECATED,N/A,0.15,2025-06-01T15:05:48,wdavis,Thing fall thus follow head. Together then save class weight.
ORD000184,2025-01-01,CUST7526,PART5632,-1,5077.45,CASH,2025-08-02,PHONE,B2C,ESP,DEPRECATED,,0.15,2024-12-28T05:04:46,johnsondustin,Tough best star peace. Individual meeting watch yeah free floor.
ORD000185,2025-06-19,CUST5184,PART8657,null,4283.69,CRYPTO,,ONLINE,,FRA,NEWCLIENT,0,0.05,2025-02-13T07:16:33,lisavelasquez,
ORD000186,2025-02-01,CUST6625,PART9394,0,319.05,CARD,2025-06-30,ONLINE,B2B,,NEWCLIENT,N/A,0.05,2025-03-01T13:33:55,jamesray,
ORD000187,2024-10-11,CUST7809,PART1734,11,9955.78,CARD,2025-06-30,ONLINE,VIP,,NEWCLIENT,0,0.10,2024-10-24T05:51:41,stevensmichelle,Picture list painting expect lead respond show. Option structure effect.
ORD000188,2024-09-04,CUST3807,PART8140,0,607.57,CARD,2025-07-17,PHONE,B2C,FRA,,N/A,0.05,2025-04-16T06:49:37,nschmidt,We no may west debate realize treatment. Have culture stock address trade.
ORD000189,2024-07-12,CUST9653,PART7402,16,5273.07,,,STORE,,ITA,DEPRECATED,0,0.00,2024-07-03T05:52:38,matthewsandoval,
ORD000190,2024-10-12,CUST3981,PART2761,0,2036.83,TRANSFER,2025-07-24,STORE,,USA,,,0.00,2024-12-20T06:04:07,gquinn,Anyone trial forget your two shoulder tax.
ORD000191,2025-02-20,CUST4194,PART6749,1,460.8,CRYPTO,2025-06-27,STORE,B2B,ESP,,0,,2025-03-12T20:31:01,amandachavez,Himself live than enjoy. Natural their national thousand stage our.
ORD000192,INVALID_DATE,CUST1526,PART4027,21,961.33,CRYPTO,,B2B_PORTAL,VIP,ESP,,1,0.10,2025-06-23T03:42:20,matthewodom,Big home involve consumer west Mr. Tonight network yes blood television.
ORD000193,2024-08-31,CUST5363,PART2059,-1,5820.67,CASH,2025-08-02,STORE,B2C,,,1,,2024-09-22T10:24:39,rnovak,Station improve total benefit something whether life.
ORD000194,INVALID_DATE,CUST2920,PART1483,-1,4657.75,CARD,2025-07-22,STORE,B2B,DEU,,,0.05,2025-05-20T02:38:26,schwartzandrew,Item million individual represent.
ORD000195,2025-02-11,CUST6021,PART8721,-1,-100,CRYPTO,2025-07-17,PHONE,B2B,ESP,,,0.15,2024-12-15T13:58:09,ubell,Go study onto help common meet. Production pay gas heavy.
ORD000196,2024-07-09,CUST5759,PART3212,X,1020.23,CASH,2025-07-22,PHONE,B2C,FRA,NEWCLIENT,1,0.10,2025-01-09T20:46:55,hortega,You military marriage eye news. Action road similar Democrat race.
ORD000197,2025-03-10,CUST2377,PART1908,21,3980.15,TRANSFER,2025-07-04,STORE,VIP,DEU,DEPRECATED,5,0.10,2024-08-27T09:32:46,sheri52,Better option ok ask actually anyone visit.
ORD000198,2025-05-23,CUST8654,PART8077,4,-100,CRYPTO,2025-08-17,B2B_PORTAL,CORPORATE,DEU,DEPRECATED,,,2025-03-14T15:30:11,zamorapamela,
ORD000199,2025-04-07,CUST5341,PART8134,X,6264.73,,2025-08-08,,,ITA,,N/A,0.05,2024-07-02T23:18:45,santiagoroy,Opportunity take simply behind me finish. Process trip chance keep might.
ORD000200,2025-06-15,CUST6446,PART6291,X,8299.93,CRYPTO,2025-06-27,,B2B,ESP,NEWCLIENT,5,0.15,2025-01-24T15:59:56,imartin,Act there art type recently. Away other matter. Form black specific writer.
ORD000201,2024-06-30,CUST5732,PART1069,X,1905.98,CASH,2025-08-08,STORE,B2C,FRA,,0,0.05,2024-12-02T19:20:04,margaretmartinez,Mind operation case peace. Manage far alone level sound leave.
ORD000202,2025-03-21,CUST2327,PART3928,null,9347.03,,2025-07-15,PHONE,,ITA,DEPRECATED,N/A,0.05,2025-06-02T11:14:50,chelsea98,Big list foot wrong necessary call head bring.
ORD000203,2025-03-16,CUST9707,PART2866,21,5069.94,TRANSFER,,,B2B,FRA,SPRING2025,1,0.00,2025-02-16T08:46:04,april86,Act must card will work else card. Identify through lead major.
ORD000204,2025-05-28,CUST3943,PART7748,X,8797.27,TRANSFER,2025-08-03,STORE,B2B,DEU,SPRING2025,N/A,,2025-03-20T15:49:47,tbyrd,Heavy strategy his white rest road fast.
ORD000205,2024-08-12,CUST5919,PART5547,X,5752.79,CARD,2025-07-04,,CORPORATE,DEU,DEPRECATED,2,,2025-02-28T13:35:10,jgardner,Training specific eat wish wife main new. Arm suddenly Congress great else.
ORD000206,2025-04-22,CUST9284,PART4664,-1,,TRANSFER,2025-07-17,STORE,CORPORATE,ESP,DEPRECATED,5,0.10,2025-01-28T01:16:48,anthony23,Day local simply. Church find local table drive. President move a.
ORD000207,2025-03-25,CUST7014,PART9201,-1,8990.31,TRANSFER,2025-06-24,STORE,B2C,,DEPRECATED,,0.10,2025-02-17T18:22:35,john54,Project avoid enough more house under recent.
ORD000208,INVALID_DATE,CUST2822,PART2200,-1,5057.1,TRANSFER,,B2B_PORTAL,CORPORATE,ESP,,2,0.00,2024-06-28T17:51:17,pmarshall,Animal strategy others worry card show. Fly leg very look imagine college dog.
ORD000209,2024-10-26,CUST7682,PART1197,9,661.52,CRYPTO,2025-07-26,ONLINE,B2B,ESP,DEPRECATED,1,0.00,2025-02-04T03:43:03,laurenking,Film garden position send think against list foreign.
ORD000210,2025-02-10,CUST9046,PART2110,1,4879.1,TRANSFER,2025-07-29,STORE,B2C,FRA,NEWCLIENT,2,,2024-07-20T18:43:45,smckinney,Although since statement bar boy. Check house official also score particular.
ORD000211,2025-05-07,CUST3844,PART9508,19,-100,CRYPTO,2025-08-06,ONLINE,B2C,FRA,,5,,2024-06-28T21:16:36,davidholmes,Which interesting special official today memory. Decision about and I speech.
ORD000212,2024-07-29,CUST7347,PART6454,0,3714.08,CASH,2025-08-08,STORE,CORPORATE,USA,,2,0.10,2024-11-14T20:02:27,david91,
ORD000213,2024-12-06,CUST9210,PART4060,X,2684.97,CARD,2025-07-22,STORE,B2B,FRA,SPRING2025,2,,2025-01-18T18:44:27,iosborne,Tend window tend today. Until quality have.
ORD000214,2025-01-20,CUST3843,PART7195,-1,9291.15,,2025-07-09,ONLINE,,USA,SPRING2025,N/A,,2024-11-16T11:45:18,hlewis,Chance term note though man dog necessary. Test time who avoid remember event.
ORD000215,2025-03-13,CUST4347,PART8267,24,7769.24,CARD,2025-07-21,STORE,VIP,,SPRING2025,0,,2025-01-16T01:43:16,jeffery57,Such agent week according defense. Face help program short one.
ORD000216,2024-09-04,CUST9655,PART7305,-1,5980.12,CRYPTO,2025-06-24,B2B_PORTAL,B2C,,SPRING2025,0,,2024-12-15T16:23:53,youngjonathan,Raise receive bed condition understand.
ORD000217,2024-09-28,CUST7138,PART6443,X,2876.64,,2025-07-08,PHONE,B2B,,NEWCLIENT,,0.00,2024-07-09T12:29:45,jamesstevens,Thought kitchen second admit young voice.
ORD000218,2025-03-01,CUST2937,PART3185,10,6108.34,,,PHONE,CORPORATE,,SPRING2025,N/A,,2025-04-30T06:57:08,fmurphy,
ORD000219,2024-12-22,CUST1034,PART6165,-1,6057.1,TRANSFER,2025-07-29,B2B_PORTAL,CORPORATE,USA,,N/A,0.00,2025-05-01T08:20:19,hernandezkelsey,Star thousand several own. Trial all never participant support with.
ORD000220,2024-07-02,CUST6178,PART8216,X,ERROR,,2025-08-07,ONLINE,B2C,DEU,NEWCLIENT,1,0.00,2025-02-13T08:50:25,johnsantiago,Mind of pattern she southern page. Put look military plant.
ORD000221,2025-04-13,CUST5277,ERROR,X,ERROR,CASH,,B2B_PORTAL,,USA,,2,,2024-09-06T16:14:09,smithgene,Impact book sport worry. Specific name kid hard.
ORD000222,2025-03-29,CUST2233,PART6986,10,2666.47,CRYPTO,2025-08-09,,CORPORATE,ESP,NEWCLIENT,2,,2025-02-10T13:17:20,rossdebra,Ever reality less great. Loss require visit.
ORD000223,2025-02-25,CUST4608,PART1137,0,6189.67,CRYPTO,2025-07-02,STORE,,,NEWCLIENT,5,0.10,2024-12-04T13:56:57,charlessheppard,
ORD000224,INVALID_DATE,CUST8866,PART3563,0,3477.41,CASH,2025-07-07,ONLINE,CORPORATE,ITA,,N/A,0.05,2025-05-25T20:02:29,robert12,Feel thank month describe according.
ORD000225,INVALID_DATE,CUST3906,PART7119,-1,2596.76,CRYPTO,2025-08-05,ONLINE,B2C,USA,NEWCLIENT,1,,2024-11-12T23:22:36,rwilson,
ORD000226,2025-06-03,CUST4843,PART7528,X,4577.13,,,,B2C,,,,0.00,2024-11-01T04:07:48,kyoung,Develop interview former voice. Only want return ever. Stop her head.
ORD000227,2024-10-30,CUST8627,PART5373,null,9442.92,,2025-08-05,ONLINE,B2C,ESP,NEWCLIENT,5,0.15,2025-04-18T13:22:45,wheelerkathryn,Treat because factor contain create because because.
ORD000228,2024-07-20,CUST3810,PART3075,X,2739.47,CARD,2025-08-19,,,USA,NEWCLIENT,1,,2024-12-23T08:32:38,fsmith,Manager actually decision determine direction either something accept.
ORD000229,2024-10-11,CUST4220,PART6630,8,2489.81,CARD,2025-06-25,B2B_PORTAL,VIP,ITA,NEWCLIENT,,0.05,2025-05-17T09:05:54,michael18,Into share from seek Republican industry. Challenge result tend instead either.
ORD000230,2025-06-05,CUST1421,PART9948,-1,9003.75,,2025-08-19,ONLINE,B2C,USA,DEPRECATED,,0.10,2025-04-05T02:42:38,sandy15,Age successful TV worry watch. Necessary teach radio tend.
ORD000231,2024-09-07,CUST2503,PART3839,X,3790.46,,,PHONE,B2B,,DEPRECATED,N/A,0.05,2024-09-08T07:20:48,williamschristopher,
ORD000232,2025-03-07,CUST7627,PART6209,24,9162.41,,2025-08-01,,,ESP,,5,0.00,2025-04-06T06:16:18,crystalmccoy,Away ground operation follow after lay list. Thank for nation exist dark.
ORD000233,2025-03-14,CUST4909,PART3465,-1,3887.59,,2025-08-04,B2B_PORTAL,B2C,USA,SPRING2025,1,0.15,2024-07-21T16:17:08,dtate,Strong food turn. Degree such game kind build prevent bar.
ORD000234,2024-11-29,CUST9766,PART5038,0,2189.41,TRANSFER,2025-07-04,STORE,,ESP,,2,0.10,2024-10-14T13:13:36,laurenpowell,
ORD000235,2024-08-03,CUST7290,PART1408,13,5058.65,CASH,2025-08-03,,B2B,DEU,,0,0.05,2024-11-01T10:30:53,ismith,Approach range however but year former bit. Major major beat enter peace.
ORD000236,2024-07-10,CUST6055,PART4065,null,-100,,2025-07-11,STORE,CORPORATE,ITA,,N/A,0.05,2025-03-13T05:31:41,cherryjoanna,Say myself meet free. Serious hope for security have.
ORD000237,2025-03-09,CUST1777,PART6666,0,7279.62,CASH,,STORE,CORPORATE,FRA,SPRING2025,1,,2024-12-10T04:35:34,donnaruiz,Worker mission specific husband various event work. Better phone they.
ORD000238,2025-05-21,CUST2163,PART2431,0,3222.5,CARD,2025-08-21,,CORPORATE,ESP,DEPRECATED,1,0.10,2025-03-16T00:42:38,sherrysoto,
ORD000239,2024-08-08,CUST7811,PART8319,X,8844.95,CARD,,STORE,B2B,ITA,NEWCLIENT,,0.10,2024-10-22T07:16:10,tylervaldez,Hotel Congress television across outside owner interview control.
ORD000240,2024-11-17,,PART6951,0,6847.16,TRANSFER,2025-07-02,PHONE,CORPORATE,,NEWCLIENT,N/A,0.05,2025-01-26T17:38:56,carolreynolds,Public I eat account relate. Ask push bag. Health pretty series within.
ORD000241,2024-07-01,CUST7377,PART4289,-1,272.72,,2025-06-29,PHONE,B2C,ITA,,2,0.10,2024-09-26T08:15:12,bryanjames,Police else collection soon husband scientist share.
ORD000242,2024-12-30,CUST1433,PART9535,0,5571.37,,,,,FRA,,,0.05,2024-10-01T02:45:45,lisawilliams,Charge someone red. Until bank positive back ten paper.
ORD000243,2025-05-06,CUST7770,PART6481,5,2140.52,TRANSFER,2025-07-19,,CORPORATE,,,1,0.05,2025-02-10T14:18:11,kwatson,Family we term language speak. Building authority house different size defense.
ORD000244,2025-02-08,CUST8305,PART3828,-1,9225.82,CRYPTO,2025-07-11,ONLINE,B2B,USA,,0,0.10,2024-10-02T22:15:21,cmarquez,Entire owner family seven crime near garden. Year close stage east network.
ORD000245,2024-07-07,CUST2678,PART4242,-1,3364.58,,2025-07-27,PHONE,B2B,DEU,DEPRECATED,1,,2024-10-17T07:45:53,wjohnson,Listen land experience perform drive significant wait course.
ORD000246,2025-04-14,CUST3409,PART5115,0,2435.25,,2025-07-14,PHONE,B2B,ESP,,0,0.15,2025-02-07T14:28:29,romanclarence,Authority and various. Call about section mouth thought.
ORD000247,2025-04-03,CUST2046,PART6476,X,,CARD,2025-07-10,PHONE,,FRA,,5,0.00,2024-07-05T03:26:22,murphyfrank,Professional government about prepare affect American bed. Best fund above.
ORD000248,2024-11-28,CUST9045,PART1325,-1,8748.74,CRYPTO,,STORE,,USA,DEPRECATED,N/A,,2025-06-16T16:23:25,foleysarah,Fund forward air book offer hold. Build discuss American prove bed.
ORD000249,2025-02-28,CUST1605,PART9069,0,261.04,TRANSFER,2025-07-12,ONLINE,VIP,FRA,SPRING2025,2,0.15,2025-01-09T02:00:01,murrayann,Prevent southern hotel get head simply.
ORD000250,2025-02-25,CUST1146,PART3613,0,831.01,CRYPTO,,,B2C,USA,,,0.05,2024-12-09T12:27:55,hellis,Performance important we senior but day.
ORD000251,2025-04-07,CUST5362,PART5404,-1,3221.07,CARD,,,CORPORATE,,SPRING2025,0,0.00,2024-09-20T12:55:42,greg91,Actually ten she time radio health even. Two any central several positive.
ORD000252,INVALID_DATE,CUST6734,PART2461,0,6377.11,,2025-08-16,B2B_PORTAL,CORPORATE,DEU,NEWCLIENT,2,0.10,2024-08-07T01:58:37,hford,Meeting stuff hot. Defense much family whatever behavior around fund education.
ORD000253,2024-12-15,CUST2677,PART7171,0,7348.08,,2025-08-09,B2B_PORTAL,CORPORATE,ITA,DEPRECATED,2,0.00,2025-01-16T13:34:41,larry75,Mission make blue dog hour property care.
ORD000254,INVALID_DATE,CUST3698,PART3436,4,806.39,CARD,2025-07-11,ONLINE,CORPORATE,ESP,SPRING2025,0,,2025-02-21T05:32:14,davidbenitez,Million mean tax fall financial carry home.
ORD000255,2025-06-11,CUST3273,PART8070,X,9731.53,,2025-07-01,ONLINE,CORPORATE,USA,DEPRECATED,,0.05,2024-08-03T07:54:15,rosserickson,
ORD000256,2025-04-26,CUST4129,PART5067,16,,TRANSFER,2025-07-03,,B2C,ESP,,0,0.05,2025-01-14T15:24:30,webermandy,Each technology paper as election night.
ORD000257,2025-03-22,CUST1722,PART3312,0,3895.65,CARD,2025-08-12,ONLINE,VIP,ESP,,,0.10,2024-08-14T10:39:30,huntlori,Whom during visit return prepare nothing. Use know week its rule.
ORD000258,2024-08-21,,PART5287,-1,,,2025-07-10,ONLINE,VIP,ITA,,N/A,0.05,2025-05-09T02:43:49,danielmunoz,Leg money but. Artist nearly purpose here.
ORD000259,2024-12-31,CUST1863,PART8367,X,2777.53,,,B2B_PORTAL,B2C,USA,NEWCLIENT,0,0.10,2024-09-28T05:03:12,robertsamanda,They nearly various order box along involve. Effect probably into.
ORD000260,2024-06-27,CUST8874,PART9356,21,2485.51,,,B2B_PORTAL,,ESP,DEPRECATED,N/A,0.05,2025-05-08T19:27:04,aliciawilson,
ORD000261,2024-07-09,CUST9865,PART1039,25,4983.15,CARD,2025-06-27,B2B_PORTAL,B2C,ESP,,1,0.00,2024-07-05T04:49:33,tanyadavis,Situation thousand will different score for. Can heart will.
ORD000262,2025-05-18,CUST9379,PART9651,null,4512.61,,2025-07-17,STORE,B2C,ESP,NEWCLIENT,,0.00,2025-01-29T13:36:24,randallcarson,Indeed force west join worker history. National human woman dog eat.
ORD000263,2024-08-24,CUST3189,PART3749,20,419.51,CASH,,PHONE,VIP,FRA,NEWCLIENT,N/A,,2025-02-04T14:20:42,erodriguez,Together build moment challenge say.
ORD000264,2024-11-22,CUST3828,PART8253,-1,6178.3,TRANSFER,2025-07-15,B2B_PORTAL,B2C,,,2,0.00,2024-10-21T01:43:26,suzanne35,Meet knowledge manager born maintain.
ORD000265,2024-09-20,CUST7407,PART9769,-1,1375.01,TRANSFER,2025-07-10,ONLINE,,DEU,,5,0.15,2024-09-01T04:11:46,matthew37,Sign natural American. On page street environment control whether.
ORD000266,INVALID_DATE,CUST5329,PART5113,0,8254.46,CRYPTO,2025-08-03,STORE,B2C,,DEPRECATED,1,0.05,2024-10-15T01:27:06,hugheskaitlin,
ORD000267,2025-02-24,CUST9978,PART5948,-1,4422.37,,2025-08-20,,,ITA,SPRING2025,,0.00,2024-09-16T17:39:47,ukelley,Hotel poor cover design. Hospital attention central anyone new.
ORD000268,2025-02-20,CUST7093,PART2956,2,9157.53,CASH,2025-06-28,,B2B,ESP,NEWCLIENT,5,0.15,2025-02-11T22:49:50,wrivas,
ORD000269,2024-10-07,CUST8570,PART7583,null,165.61,,2025-07-14,ONLINE,B2C,USA,SPRING2025,,0.05,2025-04-28T17:34:37,martha94,His officer sort maybe. Parent power body idea follow base six.
ORD000270,2025-01-11,CUST7237,PART8987,8,,,,,CORPORATE,ITA,,1,0.05,2025-03-09T07:48:57,zsullivan,Rule less matter discussion view. Product use forward few medical.
ORD000271,2025-03-07,CUST8416,PART5091,9,4080.93,CASH,2025-08-16,,,FRA,DEPRECATED,,0.05,2024-07-29T15:10:07,jimmymercer,Low expect leave. Everyone rate act news.
ORD000272,2025-06-17,CUST5280,ERROR,0,1195.38,CRYPTO,2025-06-30,STORE,B2B,DEU,SPRING2025,2,0.10,2024-10-27T12:59:55,psanders,Energy control successful worker study fact would. Forward space method.
ORD000273,2025-04-30,CUST2010,ERROR,0,4873.47,CARD,,,VIP,USA,DEPRECATED,1,0.05,2024-09-29T19:14:36,ygraham,Modern develop decision move common assume.
ORD000274,2024-07-18,CUST5684,PART6302,0,8429.79,CRYPTO,2025-08-08,PHONE,B2C,FRA,,,0.00,2025-05-17T09:57:50,qnelson,Tend share speak rich church. Suggest light current dinner.
ORD000275,2024-12-24,CUST5418,PART1195,0,1278.83,CASH,2025-07-26,B2B_PORTAL,,FRA,SPRING2025,N/A,,2025-03-17T23:58:17,debra73,Whom hope human spring live employee growth.
ORD000276,2024-08-30,CUST7426,PART9320,X,6650.13,TRANSFER,2025-07-31,ONLINE,,,,0,0.15,2024-07-29T16:51:53,fdavis,
ORD000277,2024-12-31,,PART2978,0,2653.09,,2025-08-04,STORE,B2C,DEU,DEPRECATED,0,0.05,2025-04-27T23:53:34,ksmith,And within door for arm girl decide. See these his measure work professor time.
